dataset	algorithm	proc	n_edges	GS_src	precision	recall	fscore
han_GSE107552	random	normalized	50000	hESC_nishiyama	0.0665	0.0552	0.0603
han_GSE107552	random	normalized	100	hESC_KDUnion	0.0600	0.0001	0.0002
han_GSE107552	random	normalized	300	hESC_KDUnion	0.1000	0.0004	0.0008
han_GSE107552	random	normalized	500	hESC_KDUnion	0.0960	0.0006	0.0013
han_GSE107552	random	normalized	1000	hESC_KDUnion	0.0870	0.0011	0.0023
han_GSE107552	random	normalized	3000	hESC_KDUnion	0.0863	0.0034	0.0065
han_GSE107552	random	normalized	5000	hESC_KDUnion	0.0820	0.0054	0.0101
han_GSE107552	random	normalized	10000	hESC_KDUnion	0.0805	0.0106	0.0187
han_GSE107552	random	normalized	30000	hESC_KDUnion	0.0828	0.0326	0.0467
han_GSE107552	random	normalized	50000	hESC_KDUnion	0.0808	0.0530	0.0640
han_GSE107552	random	normalized	100	hESC_chipunion_KDUnion_intersect	0.1300	0.0015	0.0030
han_GSE107552	random	normalized	300	hESC_chipunion_KDUnion_intersect	0.0900	0.0032	0.0062
han_GSE107552	random	normalized	500	hESC_chipunion_KDUnion_intersect	0.0780	0.0046	0.0087
han_GSE107552	random	normalized	1000	hESC_chipunion_KDUnion_intersect	0.0690	0.0082	0.0146
han_GSE107552	random	normalized	3000	hESC_chipunion_KDUnion_intersect	0.0620	0.0220	0.0325
han_GSE107552	random	normalized	5000	hESC_chipunion_KDUnion_intersect	0.0630	0.0372	0.0468
han_GSE107552	random	normalized	10000	hESC_chipunion_KDUnion_intersect	0.0596	0.0704	0.0646
han_GSE107552	random	normalized	30000	hESC_chipunion_KDUnion_intersect	0.0617	0.2187	0.0962
han_GSE107552	random	normalized	50000	hESC_chipunion_KDUnion_intersect	0.0616	0.3637	0.1053
han_GSE107552	random	normalized	100	hESC_lit	0.1600	0.0705	0.0979
han_GSE107552	random	normalized	300	hESC_lit	0.1200	0.1586	0.1366
han_GSE107552	random	normalized	500	hESC_lit	0.1120	0.2467	0.1541
han_GSE107552	random	normalized	1000	hESC_lit	0.0990	0.4361	0.1614
han_GSE107552	random	normalized	3000	hESC_lit	0.0922	0.9868	0.1686
han_GSE107552	random	normalized	5000	hESC_lit	0.0922	0.9868	0.1686
han_GSE107552	random	normalized	10000	hESC_lit	0.0922	0.9868	0.1686
han_GSE107552	random	normalized	30000	hESC_lit	0.0922	0.9868	0.1686
han_GSE107552	random	normalized	50000	hESC_lit	0.0922	0.9868	0.1686
sridharan_A2S	random	normalized	100	mESC_escapechip	0.2600	0.0007	0.0013
sridharan_A2S	random	normalized	300	mESC_escapechip	0.2267	0.0017	0.0034
sridharan_A2S	random	normalized	500	mESC_escapechip	0.2120	0.0027	0.0053
sridharan_A2S	random	normalized	1000	mESC_escapechip	0.1920	0.0049	0.0096
sridharan_A2S	random	normalized	3000	mESC_escapechip	0.1797	0.0137	0.0255
sridharan_A2S	random	normalized	5000	mESC_escapechip	0.1764	0.0225	0.0399
sridharan_A2S	random	normalized	10000	mESC_escapechip	0.1755	0.0448	0.0713
sridharan_A2S	random	normalized	30000	mESC_escapechip	0.1703	0.1303	0.1476
sridharan_A2S	random	normalized	50000	mESC_escapechip	0.1704	0.2173	0.1910
sridharan_A2S	random	normalized	100	mESC_encodechip	0.2100	0.0082	0.0158
sridharan_A2S	random	normalized	300	mESC_encodechip	0.2067	0.0243	0.0435
sridharan_A2S	random	normalized	500	mESC_encodechip	0.2120	0.0415	0.0695
sridharan_A2S	random	normalized	1000	mESC_encodechip	0.2190	0.0858	0.1233
sridharan_A2S	random	normalized	3000	mESC_encodechip	0.2050	0.2410	0.2215
sridharan_A2S	random	normalized	5000	mESC_encodechip	0.2014	0.3946	0.2667
sridharan_A2S	random	normalized	10000	mESC_encodechip	0.2011	0.7880	0.3204
sridharan_A2S	random	normalized	30000	mESC_encodechip	0.1993	0.9992	0.3324
sridharan_A2S	random	normalized	50000	mESC_encodechip	0.1993	0.9992	0.3324
sridharan_A2S	random	normalized	100	mESC_chipunion	0.2600	0.0007	0.0013
sridharan_A2S	random	normalized	300	mESC_chipunion	0.2267	0.0017	0.0034
sridharan_A2S	random	normalized	500	mESC_chipunion	0.2140	0.0027	0.0053
sridharan_A2S	random	normalized	1000	mESC_chipunion	0.1930	0.0048	0.0094
sridharan_A2S	random	normalized	3000	mESC_chipunion	0.1813	0.0136	0.0254
sridharan_A2S	random	normalized	5000	mESC_chipunion	0.1784	0.0224	0.0397
sridharan_A2S	random	normalized	10000	mESC_chipunion	0.1780	0.0446	0.0714
sridharan_A2S	random	normalized	30000	mESC_chipunion	0.1729	0.1301	0.1484
sridharan_A2S	random	normalized	50000	mESC_chipunion	0.1732	0.2172	0.1927
sridharan_A2S	random	normalized	100	mESC_logof	0.1400	0.0004	0.0008
sridharan_A2S	random	normalized	300	mESC_logof	0.1267	0.0011	0.0022
sridharan_A2S	random	normalized	500	mESC_logof	0.1220	0.0018	0.0036
sridharan_A2S	random	normalized	1000	mESC_logof	0.1260	0.0037	0.0073
sridharan_A2S	random	normalized	3000	mESC_logof	0.1157	0.0103	0.0189
sridharan_A2S	random	normalized	5000	mESC_logof	0.1176	0.0174	0.0303
sridharan_A2S	random	normalized	10000	mESC_logof	0.1199	0.0355	0.0548
sridharan_A2S	random	normalized	30000	mESC_logof	0.1176	0.1045	0.1107
sridharan_A2S	random	normalized	50000	mESC_logof	0.1168	0.1731	0.1395
sridharan_A2S	random	normalized	100	mESC_nishiyama	0.1200	0.0003	0.0005
sridharan_A2S	random	normalized	300	mESC_nishiyama	0.0767	0.0005	0.0010
sridharan_A2S	random	normalized	500	mESC_nishiyama	0.0760	0.0008	0.0017
sridharan_A2S	random	normalized	1000	mESC_nishiyama	0.0710	0.0016	0.0031
sridharan_A2S	random	normalized	3000	mESC_nishiyama	0.0657	0.0044	0.0082
sridharan_A2S	random	normalized	5000	mESC_nishiyama	0.0564	0.0063	0.0113
sridharan_A2S	random	normalized	10000	mESC_nishiyama	0.0591	0.0131	0.0215
sridharan_A2S	random	normalized	30000	mESC_nishiyama	0.0611	0.0407	0.0489
sridharan_A2S	random	normalized	50000	mESC_nishiyama	0.0612	0.0679	0.0644
sridharan_A2S	random	normalized	100	mESC_KDUnion	0.1300	0.0002	0.0004
sridharan_A2S	random	normalized	300	mESC_KDUnion	0.0833	0.0004	0.0009
sridharan_A2S	random	normalized	500	mESC_KDUnion	0.0860	0.0007	0.0015
sridharan_A2S	random	normalized	1000	mESC_KDUnion	0.0770	0.0013	0.0026
sridharan_A2S	random	normalized	3000	mESC_KDUnion	0.0757	0.0039	0.0075
sridharan_A2S	random	normalized	5000	mESC_KDUnion	0.0696	0.0060	0.0111
sridharan_A2S	random	normalized	10000	mESC_KDUnion	0.0735	0.0127	0.0217
sridharan_A2S	random	normalized	30000	mESC_KDUnion	0.0748	0.0388	0.0511
sridharan_A2S	random	normalized	50000	mESC_KDUnion	0.0756	0.0654	0.0701
sridharan_A2S	random	normalized	100	mESC_chipunion_KDUnion_intersect	0.0900	0.0013	0.0025
sridharan_A2S	random	normalized	300	mESC_chipunion_KDUnion_intersect	0.0600	0.0025	0.0048
sridharan_A2S	random	normalized	500	mESC_chipunion_KDUnion_intersect	0.0660	0.0046	0.0086
sridharan_A2S	random	normalized	1000	mESC_chipunion_KDUnion_intersect	0.0620	0.0087	0.0152
sridharan_A2S	random	normalized	3000	mESC_chipunion_KDUnion_intersect	0.0657	0.0275	0.0388
sridharan_A2S	random	normalized	5000	mESC_chipunion_KDUnion_intersect	0.0704	0.0492	0.0579
sridharan_A2S	random	normalized	10000	mESC_chipunion_KDUnion_intersect	0.0684	0.0956	0.0797
sridharan_A2S	random	normalized	30000	mESC_chipunion_KDUnion_intersect	0.0672	0.2818	0.1086
sridharan_A2S	random	normalized	50000	mESC_chipunion_KDUnion_intersect	0.0660	0.4612	0.1155
sridharan_A2S	random	normalized	100	mESC_ATAC_Day4Day6Union	0.1500	0.0004	0.0007
sridharan_A2S	random	normalized	300	mESC_ATAC_Day4Day6Union	0.1100	0.0008	0.0015
sridharan_A2S	random	normalized	500	mESC_ATAC_Day4Day6Union	0.1000	0.0012	0.0023
sridharan_A2S	random	normalized	1000	mESC_ATAC_Day4Day6Union	0.1170	0.0027	0.0053
sridharan_A2S	random	normalized	3000	mESC_ATAC_Day4Day6Union	0.1140	0.0080	0.0149
sridharan_A2S	random	normalized	5000	mESC_ATAC_Day4Day6Union	0.1108	0.0129	0.0232
sridharan_A2S	random	normalized	10000	mESC_ATAC_Day4Day6Union	0.1122	0.0262	0.0425
sridharan_A2S	random	normalized	30000	mESC_ATAC_Day4Day6Union	0.1148	0.0804	0.0946
sridharan_A2S	random	normalized	50000	mESC_ATAC_Day4Day6Union	0.1115	0.1301	0.1200
sridharan_A2S	random	normalized	100	mESC_lit	0.1100	0.0553	0.0736
sridharan_A2S	random	normalized	300	mESC_lit	0.1100	0.1658	0.1323
sridharan_A2S	random	normalized	500	mESC_lit	0.1280	0.3216	0.1831
sridharan_A2S	random	normalized	1000	mESC_lit	0.1110	0.5578	0.1852
sridharan_A2S	random	normalized	3000	mESC_lit	0.1040	1.0000	0.1884
sridharan_A2S	random	normalized	5000	mESC_lit	0.1040	1.0000	0.1884
sridharan_A2S	random	normalized	10000	mESC_lit	0.1040	1.0000	0.1884
sridharan_A2S	random	normalized	30000	mESC_lit	0.1040	1.0000	0.1884
sridharan_A2S	random	normalized	50000	mESC_lit	0.1040	1.0000	0.1884
sridharan_FBS	random	normalized	100	mESC_escapechip	0.2500	0.0007	0.0013
sridharan_FBS	random	normalized	300	mESC_escapechip	0.2167	0.0017	0.0034
sridharan_FBS	random	normalized	500	mESC_escapechip	0.1760	0.0023	0.0046
sridharan_FBS	random	normalized	1000	mESC_escapechip	0.1740	0.0046	0.0089
sridharan_FBS	random	normalized	3000	mESC_escapechip	0.1780	0.0140	0.0260
sridharan_FBS	random	normalized	5000	mESC_escapechip	0.1738	0.0228	0.0403
sridharan_FBS	random	normalized	10000	mESC_escapechip	0.1729	0.0454	0.0719
sridharan_FBS	random	normalized	30000	mESC_escapechip	0.1668	0.1312	0.1469
sridharan_FBS	random	normalized	50000	mESC_escapechip	0.1676	0.2198	0.1901
sridharan_FBS	random	normalized	100	mESC_encodechip	0.2100	0.0083	0.0159
sridharan_FBS	random	normalized	300	mESC_encodechip	0.2300	0.0271	0.0486
sridharan_FBS	random	normalized	500	mESC_encodechip	0.2180	0.0429	0.0717
sridharan_FBS	random	normalized	1000	mESC_encodechip	0.2060	0.0810	0.1163
sridharan_FBS	random	normalized	3000	mESC_encodechip	0.1993	0.2352	0.2158
sridharan_FBS	random	normalized	5000	mESC_encodechip	0.2012	0.3958	0.2668
sridharan_FBS	random	normalized	10000	mESC_encodechip	0.1985	0.7809	0.3165
sridharan_FBS	random	normalized	30000	mESC_encodechip	0.1987	0.9992	0.3315
sridharan_FBS	random	normalized	50000	mESC_encodechip	0.1987	0.9992	0.3315
sridharan_FBS	random	normalized	100	mESC_chipunion	0.2500	0.0006	0.0013
sridharan_FBS	random	normalized	300	mESC_chipunion	0.2167	0.0017	0.0033
sridharan_FBS	random	normalized	500	mESC_chipunion	0.1760	0.0023	0.0045
sridharan_FBS	random	normalized	1000	mESC_chipunion	0.1740	0.0045	0.0087
sridharan_FBS	random	normalized	3000	mESC_chipunion	0.1793	0.0139	0.0257
sridharan_FBS	random	normalized	5000	mESC_chipunion	0.1756	0.0226	0.0401
sridharan_FBS	random	normalized	10000	mESC_chipunion	0.1753	0.0452	0.0718
sridharan_FBS	random	normalized	30000	mESC_chipunion	0.1695	0.1310	0.1478
sridharan_FBS	random	normalized	50000	mESC_chipunion	0.1703	0.2195	0.1918
sridharan_FBS	random	normalized	100	mESC_logof	0.1300	0.0004	0.0008
sridharan_FBS	random	normalized	300	mESC_logof	0.1067	0.0010	0.0020
sridharan_FBS	random	normalized	500	mESC_logof	0.0940	0.0015	0.0030
sridharan_FBS	random	normalized	1000	mESC_logof	0.1010	0.0032	0.0063
sridharan_FBS	random	normalized	3000	mESC_logof	0.1127	0.0108	0.0197
sridharan_FBS	random	normalized	5000	mESC_logof	0.1128	0.0180	0.0311
sridharan_FBS	random	normalized	10000	mESC_logof	0.1123	0.0359	0.0544
sridharan_FBS	random	normalized	30000	mESC_logof	0.1115	0.1068	0.1091
sridharan_FBS	random	normalized	50000	mESC_logof	0.1121	0.1789	0.1378
sridharan_FBS	random	normalized	100	mESC_nishiyama	0.0200	0.0000	0.0001
sridharan_FBS	random	normalized	300	mESC_nishiyama	0.0567	0.0004	0.0008
sridharan_FBS	random	normalized	500	mESC_nishiyama	0.0600	0.0007	0.0014
sridharan_FBS	random	normalized	1000	mESC_nishiyama	0.0560	0.0013	0.0025
sridharan_FBS	random	normalized	3000	mESC_nishiyama	0.0597	0.0042	0.0078
sridharan_FBS	random	normalized	5000	mESC_nishiyama	0.0612	0.0071	0.0127
sridharan_FBS	random	normalized	10000	mESC_nishiyama	0.0607	0.0141	0.0229
sridharan_FBS	random	normalized	30000	mESC_nishiyama	0.0600	0.0418	0.0493
sridharan_FBS	random	normalized	50000	mESC_nishiyama	0.0597	0.0693	0.0642
sridharan_FBS	random	normalized	100	mESC_KDUnion	0.0300	0.0001	0.0001
sridharan_FBS	random	normalized	300	mESC_KDUnion	0.0733	0.0004	0.0008
sridharan_FBS	random	normalized	500	mESC_KDUnion	0.0760	0.0007	0.0014
sridharan_FBS	random	normalized	1000	mESC_KDUnion	0.0700	0.0013	0.0025
sridharan_FBS	random	normalized	3000	mESC_KDUnion	0.0723	0.0039	0.0075
sridharan_FBS	random	normalized	5000	mESC_KDUnion	0.0768	0.0070	0.0128
sridharan_FBS	random	normalized	10000	mESC_KDUnion	0.0752	0.0136	0.0231
sridharan_FBS	random	normalized	30000	mESC_KDUnion	0.0748	0.0407	0.0527
sridharan_FBS	random	normalized	50000	mESC_KDUnion	0.0737	0.0668	0.0701
sridharan_FBS	random	normalized	100	mESC_chipunion_KDUnion_intersect	0.1000	0.0014	0.0028
sridharan_FBS	random	normalized	300	mESC_chipunion_KDUnion_intersect	0.0400	0.0017	0.0033
sridharan_FBS	random	normalized	500	mESC_chipunion_KDUnion_intersect	0.0600	0.0043	0.0081
sridharan_FBS	random	normalized	1000	mESC_chipunion_KDUnion_intersect	0.0720	0.0104	0.0182
sridharan_FBS	random	normalized	3000	mESC_chipunion_KDUnion_intersect	0.0693	0.0301	0.0419
sridharan_FBS	random	normalized	5000	mESC_chipunion_KDUnion_intersect	0.0656	0.0474	0.0550
sridharan_FBS	random	normalized	10000	mESC_chipunion_KDUnion_intersect	0.0641	0.0927	0.0758
sridharan_FBS	random	normalized	30000	mESC_chipunion_KDUnion_intersect	0.0663	0.2877	0.1078
sridharan_FBS	random	normalized	50000	mESC_chipunion_KDUnion_intersect	0.0662	0.4788	0.1164
sridharan_FBS	random	normalized	100	mESC_ATAC_Day4Day6Union	0.1000	0.0002	0.0005
sridharan_FBS	random	normalized	300	mESC_ATAC_Day4Day6Union	0.0900	0.0006	0.0013
sridharan_FBS	random	normalized	500	mESC_ATAC_Day4Day6Union	0.1020	0.0012	0.0024
sridharan_FBS	random	normalized	1000	mESC_ATAC_Day4Day6Union	0.1000	0.0023	0.0046
sridharan_FBS	random	normalized	3000	mESC_ATAC_Day4Day6Union	0.1153	0.0081	0.0152
sridharan_FBS	random	normalized	5000	mESC_ATAC_Day4Day6Union	0.1136	0.0133	0.0238
sridharan_FBS	random	normalized	10000	mESC_ATAC_Day4Day6Union	0.1126	0.0264	0.0428
sridharan_FBS	random	normalized	30000	mESC_ATAC_Day4Day6Union	0.1112	0.0782	0.0918
sridharan_FBS	random	normalized	50000	mESC_ATAC_Day4Day6Union	0.1116	0.1308	0.1204
sridharan_FBS	random	normalized	100	mESC_lit	0.1200	0.0609	0.0808
sridharan_FBS	random	normalized	300	mESC_lit	0.0800	0.1218	0.0966
sridharan_FBS	random	normalized	500	mESC_lit	0.0960	0.2437	0.1377
sridharan_FBS	random	normalized	1000	mESC_lit	0.1040	0.5279	0.1738
sridharan_FBS	random	normalized	3000	mESC_lit	0.1045	1.0000	0.1892
sridharan_FBS	random	normalized	5000	mESC_lit	0.1045	1.0000	0.1892
sridharan_FBS	random	normalized	10000	mESC_lit	0.1045	1.0000	0.1892
sridharan_FBS	random	normalized	30000	mESC_lit	0.1045	1.0000	0.1892
sridharan_FBS	random	normalized	50000	mESC_lit	0.1045	1.0000	0.1892
shalek_GSE48968	random	normalized	100	mDC_chipunion	0.3900	0.0004	0.0008
shalek_GSE48968	random	normalized	300	mDC_chipunion	0.4167	0.0013	0.0026
shalek_GSE48968	random	normalized	500	mDC_chipunion	0.4520	0.0023	0.0047
shalek_GSE48968	random	normalized	1000	mDC_chipunion	0.4620	0.0048	0.0095
shalek_GSE48968	random	normalized	3000	mDC_chipunion	0.4563	0.0142	0.0275
shalek_GSE48968	random	normalized	5000	mDC_chipunion	0.4512	0.0234	0.0445
shalek_GSE48968	random	normalized	10000	mDC_chipunion	0.4521	0.0469	0.0850
shalek_GSE48968	random	normalized	30000	mDC_chipunion	0.4530	0.1410	0.2151
shalek_GSE48968	random	normalized	50000	mDC_chipunion	0.4544	0.2357	0.3104
shalek_GSE48968	random	normalized	100	mDC_KDUnion	0.3300	0.0002	0.0005
shalek_GSE48968	random	normalized	300	mDC_KDUnion	0.3267	0.0007	0.0014
shalek_GSE48968	random	normalized	500	mDC_KDUnion	0.3320	0.0012	0.0023
shalek_GSE48968	random	normalized	1000	mDC_KDUnion	0.3360	0.0024	0.0047
shalek_GSE48968	random	normalized	3000	mDC_KDUnion	0.3453	0.0073	0.0143
shalek_GSE48968	random	normalized	5000	mDC_KDUnion	0.3500	0.0123	0.0238
shalek_GSE48968	random	normalized	10000	mDC_KDUnion	0.3486	0.0245	0.0458
shalek_GSE48968	random	normalized	30000	mDC_KDUnion	0.3498	0.0737	0.1218
shalek_GSE48968	random	normalized	50000	mDC_KDUnion	0.3511	0.1233	0.1825
shalek_GSE48968	random	normalized	100	mDC_chipunion_KDUnion_intersect	0.3500	0.0005	0.0010
shalek_GSE48968	random	normalized	300	mDC_chipunion_KDUnion_intersect	0.3867	0.0017	0.0034
shalek_GSE48968	random	normalized	500	mDC_chipunion_KDUnion_intersect	0.3820	0.0028	0.0056
shalek_GSE48968	random	normalized	1000	mDC_chipunion_KDUnion_intersect	0.3820	0.0056	0.0111
shalek_GSE48968	random	normalized	3000	mDC_chipunion_KDUnion_intersect	0.3657	0.0162	0.0310
shalek_GSE48968	random	normalized	5000	mDC_chipunion_KDUnion_intersect	0.3760	0.0278	0.0517
shalek_GSE48968	random	normalized	10000	mDC_chipunion_KDUnion_intersect	0.3753	0.0554	0.0966
shalek_GSE48968	random	normalized	30000	mDC_chipunion_KDUnion_intersect	0.3760	0.1666	0.2309
shalek_GSE48968	random	normalized	50000	mDC_chipunion_KDUnion_intersect	0.3757	0.2775	0.3192
zhao_GSE114952	random	normalized	100	mESC_escapechip	0.1400	0.0003	0.0006
zhao_GSE114952	random	normalized	300	mESC_escapechip	0.1533	0.0009	0.0019
zhao_GSE114952	random	normalized	500	mESC_escapechip	0.1380	0.0014	0.0028
zhao_GSE114952	random	normalized	1000	mESC_escapechip	0.1500	0.0031	0.0060
zhao_GSE114952	random	normalized	3000	mESC_escapechip	0.1633	0.0101	0.0190
zhao_GSE114952	random	normalized	5000	mESC_escapechip	0.1568	0.0161	0.0292
zhao_GSE114952	random	normalized	10000	mESC_escapechip	0.1576	0.0324	0.0538
zhao_GSE114952	random	normalized	30000	mESC_escapechip	0.1555	0.0959	0.1187
zhao_GSE114952	random	normalized	50000	mESC_escapechip	0.1551	0.1594	0.1572
zhao_GSE114952	random	normalized	100	mESC_encodechip	0.2200	0.0071	0.0137
zhao_GSE114952	random	normalized	300	mESC_encodechip	0.2167	0.0209	0.0382
zhao_GSE114952	random	normalized	500	mESC_encodechip	0.2240	0.0361	0.0621
zhao_GSE114952	random	normalized	1000	mESC_encodechip	0.2040	0.0657	0.0994
zhao_GSE114952	random	normalized	3000	mESC_encodechip	0.1973	0.1907	0.1939
zhao_GSE114952	random	normalized	5000	mESC_encodechip	0.1936	0.3118	0.2389
zhao_GSE114952	random	normalized	10000	mESC_encodechip	0.1930	0.6216	0.2945
zhao_GSE114952	random	normalized	30000	mESC_encodechip	0.1935	0.9994	0.3242
zhao_GSE114952	random	normalized	50000	mESC_encodechip	0.1935	0.9994	0.3242
zhao_GSE114952	random	normalized	100	mESC_chipunion	0.1400	0.0003	0.0006
zhao_GSE114952	random	normalized	300	mESC_chipunion	0.1567	0.0010	0.0019
zhao_GSE114952	random	normalized	500	mESC_chipunion	0.1400	0.0014	0.0028
zhao_GSE114952	random	normalized	1000	mESC_chipunion	0.1530	0.0031	0.0061
zhao_GSE114952	random	normalized	3000	mESC_chipunion	0.1663	0.0101	0.0190
zhao_GSE114952	random	normalized	5000	mESC_chipunion	0.1600	0.0162	0.0294
zhao_GSE114952	random	normalized	10000	mESC_chipunion	0.1612	0.0326	0.0542
zhao_GSE114952	random	normalized	30000	mESC_chipunion	0.1587	0.0962	0.1198
zhao_GSE114952	random	normalized	50000	mESC_chipunion	0.1578	0.1595	0.1587
zhao_GSE114952	random	normalized	100	mESC_logof	0.1000	0.0002	0.0004
zhao_GSE114952	random	normalized	300	mESC_logof	0.1200	0.0006	0.0013
zhao_GSE114952	random	normalized	500	mESC_logof	0.1300	0.0012	0.0023
zhao_GSE114952	random	normalized	1000	mESC_logof	0.1410	0.0025	0.0049
zhao_GSE114952	random	normalized	3000	mESC_logof	0.1417	0.0075	0.0143
zhao_GSE114952	random	normalized	5000	mESC_logof	0.1378	0.0122	0.0225
zhao_GSE114952	random	normalized	10000	mESC_logof	0.1357	0.0241	0.0409
zhao_GSE114952	random	normalized	30000	mESC_logof	0.1345	0.0717	0.0935
zhao_GSE114952	random	normalized	50000	mESC_logof	0.1337	0.1187	0.1257
zhao_GSE114952	random	normalized	100	mESC_nishiyama	0.0700	0.0001	0.0002
zhao_GSE114952	random	normalized	300	mESC_nishiyama	0.0633	0.0002	0.0005
zhao_GSE114952	random	normalized	500	mESC_nishiyama	0.0620	0.0004	0.0007
zhao_GSE114952	random	normalized	1000	mESC_nishiyama	0.0700	0.0008	0.0016
zhao_GSE114952	random	normalized	3000	mESC_nishiyama	0.0750	0.0027	0.0052
zhao_GSE114952	random	normalized	5000	mESC_nishiyama	0.0796	0.0047	0.0089
zhao_GSE114952	random	normalized	10000	mESC_nishiyama	0.0789	0.0094	0.0168
zhao_GSE114952	random	normalized	30000	mESC_nishiyama	0.0775	0.0277	0.0408
zhao_GSE114952	random	normalized	50000	mESC_nishiyama	0.0765	0.0456	0.0571
zhao_GSE114952	random	normalized	100	mESC_KDUnion	0.0900	0.0001	0.0002
zhao_GSE114952	random	normalized	300	mESC_KDUnion	0.0700	0.0002	0.0004
zhao_GSE114952	random	normalized	500	mESC_KDUnion	0.0820	0.0004	0.0008
zhao_GSE114952	random	normalized	1000	mESC_KDUnion	0.0880	0.0008	0.0017
zhao_GSE114952	random	normalized	3000	mESC_KDUnion	0.0920	0.0027	0.0052
zhao_GSE114952	random	normalized	5000	mESC_KDUnion	0.0948	0.0046	0.0087
zhao_GSE114952	random	normalized	10000	mESC_KDUnion	0.0951	0.0091	0.0167
zhao_GSE114952	random	normalized	30000	mESC_KDUnion	0.0931	0.0268	0.0417
zhao_GSE114952	random	normalized	50000	mESC_KDUnion	0.0912	0.0438	0.0592
zhao_GSE114952	random	normalized	100	mESC_chipunion_KDUnion_intersect	0.0600	0.0007	0.0013
zhao_GSE114952	random	normalized	300	mESC_chipunion_KDUnion_intersect	0.0800	0.0027	0.0052
zhao_GSE114952	random	normalized	500	mESC_chipunion_KDUnion_intersect	0.0760	0.0042	0.0080
zhao_GSE114952	random	normalized	1000	mESC_chipunion_KDUnion_intersect	0.0710	0.0079	0.0142
zhao_GSE114952	random	normalized	3000	mESC_chipunion_KDUnion_intersect	0.0647	0.0215	0.0323
zhao_GSE114952	random	normalized	5000	mESC_chipunion_KDUnion_intersect	0.0644	0.0357	0.0460
zhao_GSE114952	random	normalized	10000	mESC_chipunion_KDUnion_intersect	0.0626	0.0694	0.0658
zhao_GSE114952	random	normalized	30000	mESC_chipunion_KDUnion_intersect	0.0599	0.1993	0.0921
zhao_GSE114952	random	normalized	50000	mESC_chipunion_KDUnion_intersect	0.0604	0.3352	0.1024
zhao_GSE114952	random	normalized	100	mESC_ATAC_Day4Day6Union	0.1400	0.0002	0.0004
zhao_GSE114952	random	normalized	300	mESC_ATAC_Day4Day6Union	0.1333	0.0006	0.0012
zhao_GSE114952	random	normalized	500	mESC_ATAC_Day4Day6Union	0.1360	0.0010	0.0021
zhao_GSE114952	random	normalized	1000	mESC_ATAC_Day4Day6Union	0.1190	0.0018	0.0036
zhao_GSE114952	random	normalized	3000	mESC_ATAC_Day4Day6Union	0.1093	0.0050	0.0096
zhao_GSE114952	random	normalized	5000	mESC_ATAC_Day4Day6Union	0.1076	0.0082	0.0153
zhao_GSE114952	random	normalized	10000	mESC_ATAC_Day4Day6Union	0.1088	0.0166	0.0288
zhao_GSE114952	random	normalized	30000	mESC_ATAC_Day4Day6Union	0.1091	0.0500	0.0686
zhao_GSE114952	random	normalized	50000	mESC_ATAC_Day4Day6Union	0.1084	0.0828	0.0939
zhao_GSE114952	random	normalized	100	mESC_lit	0.1000	0.0488	0.0656
zhao_GSE114952	random	normalized	300	mESC_lit	0.0767	0.1122	0.0911
zhao_GSE114952	random	normalized	500	mESC_lit	0.0860	0.2098	0.1220
